com.android.chrome
com.opera.browser
com.microsoft.emmx
com.google.android.apps.docs
com.microsoft.skydrive
com.dropbox.android
us.zoom.videomeetings
com.microsoft.teams
com.whatsapp
com.facebook.orca
com.lastpass.lpandroid
com.nordvpn.android
com.expressvpn.vpn
jp.naver.line.android
com.netflix.mediaclient
com.disney.disneyplus
com.plexapp.android
com.onepassword.android
com.google.android.GoogleCamera
com.google.android.gm
com.android.chrome
com.google.android.keep
com.microsoft.office.onenote
